id,slug,name,category,tagline,tags,neighborhood,address,city,country,lat,lng,maps_url,website,phone,url,logo_url,hero_url,image_credit,image_source_url,hours_raw,description,about_short,about_long,price_range,pricing,amenities,cuisines,meals,rating_overall,sub_food_quality,sub_service,sub_ambience,sub_value,sub_accessibility,review_count,review_source,review_insight,last_updated,specialties,services,doctors,insurance_accepted,appointment_url,emergency_hours,accreditation,languages,whatsapp,booking_url,whatsapp_url,patient_portal_url,telemedicine,emergency,pharmacy,lab_services,radiology,wheelchair_access,parking,female_doctors
ChIJC5lXVwMBjj4RNisFRE-7R-o,mercy-clinic,Mercy Clinic,Clinics,,clinic;healthcare;doctor,,"H9V8+MFJ, 1858 48 Way, Muscat, Oman",Muscat,Oman,23.594188,58.366188,https://www.google.com/maps/place/?q=place_id:ChIJC5lXVwMBjj4RNisFRE-7R-o,http://www.instagram.com/mercyclinic10,+968 22 048664,http://www.instagram.com/mercyclinic10,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2024/06/25/2701550.jpg,,,,,,,,,,,,4.90,,,,,,57,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJg7u2ueT_kT4RgSpgMXnqSPg,modern-skin-center,Modern Skin Center المركز الحديث للأمراض الجلدية العذيبة,Clinics,,clinic;healthcare;doctor,,"18th November St, Muscat 130, Oman",Muscat,Oman,23.600257,58.378569,https://www.google.com/maps/place/?q=place_id:ChIJg7u2ueT_kT4RgSpgMXnqSPg,http://modernskincenter.com/,+968 24 495703,http://modernskincenter.com/,https://www.google.com/s2/favicons?domain=modernskincenter.com&sz=128,http://modernskincenter.com/en/wp-content/uploads/2020/10/Modern_Skin_Center_Logo_Big.png,,,,,Dermatology and Aesthetic Center,"Dermatology and Aesthetic Center In 2006, Modern Skin Center was established by an Ambitious Omani Doctor who had an aim to serve her Country and the Residents of Oman.",,,radiology;wheelchair access;specialties: Cosmetic;Dermatology;Ent;Eye,,,3.60,,,,,,91,Google,,2025-10-04,Cosmetic;Dermatology;Ent;Eye,,,,,,,,,https://modernskincenter.com/en/booking/,,,,,,,Yes,Yes,,
ChIJC63wwML_kT4RojzDeapbeis,muscat-dermatology-laser-center,Muscat Dermatology & Laser Center,Clinics,,clinic;healthcare;doctor,,"Way 4213, Muscat, Oman",Muscat,Oman,23.589291,58.384486,https://www.google.com/maps/place/?q=place_id:ChIJC63wwML_kT4RojzDeapbeis,https://www.muscatdermatology.com/,+968 24 901500,https://www.muscatdermatology.com/,https://www.google.com/s2/favicons?domain=www.muscatdermatology.com&sz=128,https://muscatdermatology.com/wp-content/uploads/2023/02/female-doctor-holds-cream-and-brush-in-hands.jpg,,,,,,Muscat Dermatology & Laser Center now combines the convenience of an urgent care with the same high-quality services you expect at a dermatology clinic.,,,24h/emergency;wheelchair access;specialties: Dermatology;Ent;languages: Arabic;English,,,3.40,,,,,,216,Google,,2025-10-04,Dermatology;Ent,,,,,,,Arabic;English,,,,,,Yes,,,,Yes,,
ChIJKasDNzj_kT4RyAgwlKyzyzo,muscat-eye-laser-center,Muscat Eye Laser Center,Clinics,,clinic;healthcare;doctor,,"Way 3013 Bldg. 877 Al Sarooj St. Shatti Al Qurum مسقط OM, مسقط 117, Oman",Muscat,Oman,23.604322,58.450173,https://www.google.com/maps/place/?q=place_id:ChIJKasDNzj_kT4RyAgwlKyzyzo,http://www.muscateye.com/,+968 24 691414,http://www.muscateye.com/,https://www.google.com/s2/favicons?domain=www.muscateye.com&sz=128,https://muscateye.com/wp-content/uploads/2025/08/Dr-Taka-October.jpg,,,,,"Our world class leading eye doctors are committed to spares no efforts in ensuring that you get the best treatments. We are experts in - cataract surgery, laser vision correction, Lasik treatment,…","Our world class leading eye doctors are committed to spares no efforts in ensuring that you get the best treatments. We are experts in - cataract surgery, laser vision correction, Lasik treatment, lasik eye treatment World Class Leading Eye Experts are committed to spares no efforts in ensuring that you get the best treatments and the best possible results. See the Brilliance of Every Day",,,specialties: Ent;Eye;languages: English,,,4.60,,,,,,795,Google,,2025-10-04,Ent;Eye,,,Yes,,,Accredited,English,,https://muscateye.com/request-an-appointment/,,,,,,,,,,
ChIJYeM976T_kT4RYVp1PF0V_w8,natural-touch-by-dr-ansam,Natural Touch by Dr Ansam,Clinics,,clinic;healthcare;doctor,,"JF23+3X7 Souq Al Madina, Penthouse, Muscat 100, Oman",Muscat,Oman,23.600152,58.454921,https://www.google.com/maps/place/?q=place_id:ChIJYeM976T_kT4RYVp1PF0V_w8,http://naturaltouch-dransam.com/,+968 7711 7474,http://naturaltouch-dransam.com/,https://www.google.com/s2/favicons?domain=naturaltouch-dransam.com&sz=128,https://naturaltouch-dransam.com/wp-content/uploads/2023/03/Cosmetic.jpg,,,,,,"Healthy Skin and Natural Treatments & Services Cosmetic 01. Your appearance View Services Moles and Skin 02. Skin problems View Services Medical 03. Skin, Hair and Nail View Services Anti Aging 04. Wrinkles and lines View Services Welcome to Our Clinic! Extensive Procedures to Our Patients. Aenean leo ligula, porttitor eu, consequat vitae, eleifend ac, enim. Aliquam lorem ante, dapibus in, viverra quis, feugiat a, tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet.. In enim justo, rhoncus ut, imperdiet a, venenatis vitae, justo. Nullam dictum felis eu pede mollis pretium. More About Us we provide for…",,,specialties: Cosmetic;Ent,,,4.30,,,,,,11,Google,,2025-10-04,Cosmetic;Ent,,,,,,,,,https://wa.me/96877117474,,,,,,,,,,
ChIJ-eimOOn_kT4RYabGa2edtE0,neena-shinas-dental-clinic-best-dental-clinic-in-muscat-oman-i-invisalign-orthodontic-implants-cosmetic-dentistry,"Neena Shinas Dental Clinic | Best Dental Clinic in Muscat, Oman I Invisalign, Orthodontic, Implants, Cosmetic Dentistry",Clinics,,clinic;healthcare;doctor,,"Muscat, Oman",Muscat,Oman,23.590627,58.384384,https://www.google.com/maps/place/?q=place_id:ChIJ-eimOOn_kT4RYabGa2edtE0,https://shinasdental.com/,+968 9901 3372,https://shinasdental.com/,https://www.google.com/s2/favicons?domain=shinasdental.com&sz=128,https://shinasdental.com/wp-content/uploads/2025/09/best-dental-doctor-in-muscat.jpeg,,,,,"Dental Clinic in Oman : Get expert root canals, dental implants, & cosmetic dentistry. Top dentists in Shinas for a pain-free smile. Book now!","Dental Clinic in Oman : Get expert root canals, dental implants, & cosmetic dentistry. Top dentists in Shinas for a pain-free smile. Book now! Mob: +968 71626212, Bank Muscat Building, 1st Floor – Al-Khoud",,,24h/emergency;pharmacy;lab;radiology;specialties: Aesthetics;Cosmetic;Dental;Dentistry;Ent;Lab;Orthodontics,,,4.80,,,,,,82,Google,,2025-10-04,Aesthetics;Cosmetic;Dental;Dentistry;Ent;Lab;Orthodontics,,,,,,,,,https://shinasdental.com/contact-us/,,,,Yes,Yes,Yes,Yes,,,
ChIJfatPFQD9jT4R4dgwksch6Vw,neuro-universe-clinic,Neuro Universe Clinic طب و علوم الأعصاب,Clinics,,clinic;healthcare;doctor,,"Al Mauj St, Sib, Oman",Muscat,Oman,23.621541,58.260999,https://www.google.com/maps/place/?q=place_id:ChIJfatPFQD9jT4R4dgwksch6Vw,https://www.google.com/maps/place/?q=place_id:ChIJfatPFQD9jT4R4dgwksch6Vw,+968 24 553389,https://www.google.com/maps/place/?q=place_id:ChIJfatPFQD9jT4R4dgwksch6Vw,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNHVqPqshDLp5HEYlJcoNmaS9FAWMpvXrS2I5Md=w900-h900-p-k-no,,,,,★★★★★ · Neurologist,★★★★★ · Neurologist,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ6-cgZRn5kT4RV40InNVhx6E,noone-national-clinic-llc-dr-manohar-noone,Noone national clinic LLC. Dr Manohar Noone,Clinics,,clinic;healthcare;doctor,,"112, JG3R+6FW، مسقط 112, Oman",Muscat,Oman,23.603102,58.541198,https://www.google.com/maps/place/?q=place_id:ChIJ6-cgZRn5kT4RV40InNVhx6E,https://www.google.com/maps/place/?q=place_id:ChIJ6-cgZRn5kT4RV40InNVhx6E,+968 9270 2144,https://www.google.com/maps/place/?q=place_id:ChIJ6-cgZRn5kT4RV40InNVhx6E,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSRhqSKBYOMtTr7EDOEdSm2PE3Qv7AZ8yTf_E-j9WDY2NYpwU5FMAn9QtFDCDCdu1oEoygqQyX-K1I6TkBq9coWyf9uBdkfFFhhTmlN5C5KgUzyo5oQVVdNkchaoT7AlGKZiRlNQ=w900-h900-p-k-no,,,,,★★★★★ · Hospital department,★★★★★ · Hospital department,,,,,,5.00,,,,,,5,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJwzrIWmv_kT4Ra0C84tD_rxs,oxy-clinic-arab-experience-medical-center,OXY CLINIC- ARAB EXPERIENCE MEDICAL CENTER,Clinics,,clinic;healthcare;doctor,,"WAY 4146، Al Khuwair St, Muscat 130, Oman",Muscat,Oman,23.587778,58.424408,https://www.google.com/maps/place/?q=place_id:ChIJwzrIWmv_kT4Ra0C84tD_rxs,http://www.oxyclinicmct.net/,+968 24 480728,http://www.oxyclinicmct.net/,https://www.google.com/s2/favicons?domain=www.oxyclinicmct.net&sz=128,https://oxyclinicmct.net/images/banner.jpg,,,,,,"OxyClinic is the first clinic in Sultanate of Oman that is affording the treatment of autism, other autistic spectrum disorders, and cerebral palsy; we believe that autism is treatable, as a lot of studies were conducted in this direction, in addition to our staff experience and practice. The core of our treatment is the biochemistry of the body, which indicates the responsibility of biochemical abnormalities for most of autistic features and symptoms, in addition to accompanied changes in pathways and immune system.",,,specialties: Ent,,,3.00,,,,,,2,Google,,2025-10-04,Ent,,,,,,,,,,,,,,,,,,,
ChIJXfqCqOT5kT4RGt2HxHblvbw,office-of-medical-coordination,Office of Medical Coordination - مكتب التنسيق الطبي والعلاج بالخارج,Clinics,,clinic;healthcare;doctor,,"317 Al Wutayyah St.24, first floor, Al Awtad مكتب رقم 24، الطابق الاول، بناية اوتاد, مسقط 100, Oman",Muscat,Oman,23.600074,58.516536,https://www.google.com/maps/place/?q=place_id:ChIJXfqCqOT5kT4RGt2HxHblvbw,https://secretariatbird.com/,+968 9821 2101,https://secretariatbird.com/,https://www.google.com/s2/favicons?domain=secretariatbird.com&sz=128,https://flagcdn.com/w20/us.png,,,,,"secretariatbird offers expert medical tourism services for affordable, world-class treatments in India, Turkey, Thailand, and Egypt. Book your free consultation today!","secretariatbird offers expert medical tourism services for affordable, world-class treatments in India, Turkey, Thailand, and Egypt. Book your free consultation today! Experience premium healthcare services across the globe with personalized support at every step of your medical journey.",,,24h/emergency;wheelchair access;specialties: Cardiology;Cosmetic;Dental;Ent;Eye;Gynecology;Lab;Neuro;Neurosurgery;Orthopedics;languages: Arabic;English,,,5.00,,,,,,10,Google,,2025-10-04,Cardiology;Cosmetic;Dental;Ent;Eye;Gynecology;Lab;Neuro;Neurosurgery;Orthopedics,,,Yes,,,Accredited,Arabic;English,,,,,,Yes,,,,Yes,,
ChIJu8HWjC7fiz4R4FTV173A9q8,pediatric-clinic,Pediatric Clinic,Clinics,,clinic;healthcare;doctor,,"6GH7+M9W, Ibri, Oman",Muscat,Oman,23.229328,56.513385,https://www.google.com/maps/place/?q=place_id:ChIJu8HWjC7fiz4R4FTV173A9q8,http://www.almiskmedicalgroup.com/,,http://www.almiskmedicalgroup.com/,https://www.google.com/s2/favicons?domain=www.almiskmedicalgroup.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJr8tf-BoBjj4RG3-X6r17qr0,resort-medical-center,Resort medical center,Clinics,,clinic;healthcare;doctor,,"شارع الانصب عند دوار بنك مسقط الأنصب OM, Muscat 130, Oman",Muscat,Oman,23.546997,58.361234,https://www.google.com/maps/place/?q=place_id:ChIJr8tf-BoBjj4RG3-X6r17qr0,http://www.instagram.com/BMCmuscat,+968 7111 8839,http://www.instagram.com/BMCmuscat,https://www.google.com/s2/favicons?domain=www.instagram.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958649.jpg,,,,,,,,,,,,5.00,,,,,,9,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ--khwpP9jT4RynMoLPWPinc,royal-body-medical-center,Royal Body medical center,Clinics,,clinic;healthcare;doctor,,"118 شارع مزون, بعد دوار الموالح ، السيب، مسقط، Sib, Oman",Muscat,Oman,23.611764,58.239401,https://www.google.com/maps/place/?q=place_id:ChIJ--khwpP9jT4RynMoLPWPinc,https://sites.google.com/view/royalbodyoman/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9,,https://sites.google.com/view/royalbodyoman/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9,https://www.google.com/s2/favicons?domain=sites.google.com&sz=128,https://lh3.googleusercontent.com/sitesv/AICyYdYZg-ws4gdbAtpld0slxAYga3Ytkb-eU47NfjqfYM0tNOr0SMFuRnE7fw9Mh4-zEYZhMQOEC9MH-umodDuY3Gx6To4GMagH6OOHai4_XQV_0nSB4jvC1oSeHlBM-bbLY9QoX9hOdwkxzS2F9fwtK0fs_E1nPmie80A=w16383,,,,,حقاً الدخول لدينا غير الخروج,حقاً الدخول لدينا غير الخروج نحن نؤمن بأن خلق مجتمع صحي سوف يرقي بالوطن والأمة إلي أعلي المراتب وذلك لما للجسم السليم من أثر في مساندة القدرات والعقليات المنيرة.,,,specialties: Ent,,,4.80,,,,,,119,Google,,2025-10-04,Ent,,,,,,,,,,,,,,,,,,,
ChIJi5nDqjn_kT4REbJw4DY4h0k,royal-medical-centre,Royal Medical Centre مركز رويال الطبي,Clinics,,clinic;healthcare;doctor,,"VILLA NO 1055, WAY NO 3013, BEHIND AL SAROOJ، Muscat 131, Oman",Muscat,Oman,23.603498,58.448848,https://www.google.com/maps/place/?q=place_id:ChIJi5nDqjn_kT4REbJw4DY4h0k,http://www.rmcoman.com/,+968 24 951651,http://www.rmcoman.com/,https://www.google.com/s2/favicons?domain=www.rmcoman.com&sz=128,http://www.rmcoman.com/wp-content/uploads/2017/12/RMC-Logo-Final-Version-1-1.png,,,,,,"Royal medical center is an aesthetic center, we deal with Dentistry and Dermatology. An Omani brand formed in 2016 is a comprehensive medical and cosmetic facility that accommodates the needs of the region by providing optimal care, services, training, and public awareness. At Royal Medical Center “We make you shine”",,,specialties: Cosmetic;Dental;Dentistry;Dermatology;Ent;Orthodontics,,,4.00,,,,,,6,Google,,2025-10-04,Cosmetic;Dental;Dentistry;Dermatology;Ent;Orthodontics,,,,,,,,,http://www.rmcoman.com/reservation/,,,,,,,,,,
ChIJT4JGw3X_kT4Rg-BTCgY-8HA,samiee-chiropractic-center,SAMIEE CHIROPRACTIC CENTER,Clinics,,clinic;healthcare;doctor,,"Building 911, way 1013, Sayh Al Malih St, مسقط، Oman",Muscat,Oman,23.618553,58.500599,https://www.google.com/maps/place/?q=place_id:ChIJT4JGw3X_kT4Rg-BTCgY-8HA,http://www.samieechiropractic.com/,+968 9096 0523,http://www.samieechiropractic.com/,https://www.google.com/s2/favicons?domain=www.samieechiropractic.com&sz=128,http://samieechiropractic.com/public/images/samiee_chiropractor_logo.png,,,,,,علم کایروپراکتیک علم تنظیم و تطبیق ستون فقرات بدون دارو و جراحی است که از زمان های قبل از میلاد مسیح شناسایی و نسل به نسل که دانش بشری جهت ارتقاء سلامت رو به پیشرفت نهاد این رشته نیز با تلاش و تجربه افراد نامدار کشورهای مختلف به قله ترقی و کمال نزدیک تر گردید.,,,,,,5.00,,,,,,2,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJk41_OHvxkT4RynirTFRbqrY,sandiane-clinics,Sandiane Clinics,Clinics,,clinic;healthcare;doctor,,"GJRM+HF3, Bandar Jissah, Oman",Muscat,Oman,23.541384,58.633660,https://www.google.com/maps/place/?q=place_id:ChIJk41_OHvxkT4RynirTFRbqrY,https://www.google.com/maps/place/?q=place_id:ChIJk41_OHvxkT4RynirTFRbqrY,,https://www.google.com/maps/place/?q=place_id:ChIJk41_OHvxkT4RynirTFRbqrY,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZbROiJHQBqStE-p3bfXfqFXsICTSi24pctb8eACFxrp0keYY7YUu1hDwiPFhVh06SuS2hGU5cXYy-ESVu6TugXPqq7bir6CwOIw_87o6KNlrWmqQBMRWFrOG-eO1Eh8fySlwf=w900-h900-p-k-no,,,,,Doctor,Doctor,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJa8OV6BoAjj4RUKfltuFXOxk,sandiane-dermatology-clinic-in-oman-best-skin-laser-centre-muscat,"Sandiane, dermatology clinic in oman, best skin, laser Centre muscat مركز سنديان للأمراض الجلدية",Clinics,,clinic;healthcare;doctor,,"48 Way, Muscat, Oman",Muscat,Oman,23.595784,58.362282,https://www.google.com/maps/place/?q=place_id:ChIJa8OV6BoAjj4RUKfltuFXOxk,https://www.google.com/maps/place/?q=place_id:ChIJa8OV6BoAjj4RUKfltuFXOxk,+968 22 544425,https://www.google.com/maps/place/?q=place_id:ChIJa8OV6BoAjj4RUKfltuFXOxk,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipNPsqpphB22Jsr8VvM92hmg-6LqEgiQ4Uc6FWB6=w900-h900-p-k-no,,,,,★★★★☆ · Dermatologist,★★★★☆ · Dermatologist,,,,,,3.90,,,,,,25,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJb4nWuUn_kT4R-yYkpl4V-W8,shatti-al-qurum-medical-center,Shatti Al Qurum Medical Center,Clinics,,clinic;healthcare;doctor,,"2214 central office، As Saruj St, Muscat 111, Oman",Muscat,Oman,23.609567,58.455119,https://www.google.com/maps/place/?q=place_id:ChIJb4nWuUn_kT4R-yYkpl4V-W8,http://www.shattialqurummedicalcenter.com/,+968 9365 5425,http://www.shattialqurummedicalcenter.com/,https://www.google.com/s2/favicons?domain=www.shattialqurummedicalcenter.com&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/05/11/3009009.jpeg,,,,,,,,,,,,4.40,,,,,,49,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJR9r7FUH_kT4RUYjnERcvp-Q,sinayar-polyclinic,Sinayar Polyclinic,Clinics,,clinic;healthcare;doctor,,"الغبرة الشمالية،، Muscat, Oman",Muscat,Oman,23.601685,58.385350,https://www.google.com/maps/place/?q=place_id:ChIJR9r7FUH_kT4RUYjnERcvp-Q,https://www.google.com/maps/place/?q=place_id:ChIJR9r7FUH_kT4RUYjnERcvp-Q,+968 7969 3000,https://www.google.com/maps/place/?q=place_id:ChIJR9r7FUH_kT4RUYjnERcvp-Q,https://www.google.com/s2/favicons?domain=www.google.com&sz=128,https://lh3.googleusercontent.com/p/AF1QipMTH-fC70Qs71grfyc7wqprSMerj6dvac896Nv5=w900-h900-p-k-no,,,,,★★★★★ · Medical Center,★★★★★ · Medical Center,,,,,,4.50,,,,,,71,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ9WiWi5nljT4Rh90jXoq9R3w,skingalaxy-muscat-oman-dermatology-clinic-in-oman-best-skin-laser-centre-muscat,"SkinGalaxy Muscat Oman | Dermatology clinic in oman, Best skin, laser Centre muscat",Clinics,,clinic;healthcare;doctor,,"Al salama St Mabellah Muscat, way No. 6706, السيب‎ 112, Oman",Muscat,Oman,23.649800,58.155567,https://www.google.com/maps/place/?q=place_id:ChIJ9WiWi5nljT4Rh90jXoq9R3w,https://skingalaxyoman.com/,,https://skingalaxyoman.com/,https://www.google.com/s2/favicons?domain=skingalaxyoman.com&sz=128,https://skingalaxyoman.com/wp-content/uploads/2024/01/SKIN-GALAXY-DENTAL-LOGO-1.png,,,,,Laser & Advance Skin Experts,"Laser & Advance Skin Experts CLINIC IS A HEALTHCARE OPERATOR CONSISTING OF DEDICATED AND PROFESSIONAL EMPLOYEES. OUR VISION IS TO BE ACKNOWLEDGED BY OUR PATIENTS, SUPPLIERS AND REGULATORS AS THE LEADER IN OUR SECTOR.",,,wheelchair access;specialties: Aesthetics;Cosmetic;Dermatology;Ent;Eye;Lab,,,4.20,,,,,,74,Google,,2025-10-04,Aesthetics;Cosmetic;Dermatology;Ent;Eye;Lab,,,,,,,,,https://www.facebook.com/,,,,,,,,Yes,,
ChIJm3ceETz9jT4RF-9jWmPU3OM,skinova-aesthetic-clinic,Skinova Aesthetic Clinic,Clinics,,clinic;healthcare;doctor,,"Al Enaam Building, Al Mauj St, Muscat, Oman",Muscat,Oman,23.619975,58.258719,https://www.google.com/maps/place/?q=place_id:ChIJm3ceETz9jT4RF-9jWmPU3OM,http://www.skinovaclinic.com/,+968 22 512222,http://www.skinovaclinic.com/,https://www.google.com/s2/favicons?domain=www.skinovaclinic.com&sz=128,"https://static.wixstatic.com/media/a1d9a4_ca199fbafabb49a88431e0b2406508c4~mv2.png/v1/fill/w_1444,h_942,al_c/a1d9a4_ca199fbafabb49a88431e0b2406508c4~mv2.png",,,,,"Dermatology cinic in Oman, offering medical, cosmetic dermatology and laser. Skinova Aesthetic Clinic is a clinic offering patients unique experience and services in Oman.","Dermatology cinic in Oman, offering medical, cosmetic dermatology and laser. Skinova Aesthetic Clinic is a clinic offering patients unique experience and services in Oman. Several years in the making, Skinova Aesthetic Clinic is an exciting new medical and cosmetic dermatology clinic in Muscat, Oman.",,,wheelchair access;specialties: Cosmetic;Dermatology;Ent,,,4.50,,,,,,59,Google,,2025-10-04,Cosmetic;Dermatology;Ent,,,,,,,,,,,,,,,,,Yes,,
ChIJH1RXs-7_kT4RaQc4Dyh-ubw,smile-gallery-clinics,Smile Gallery Clinics عيادات سمايل جاليري,Clinics,,clinic;healthcare;doctor,,"1105 18th November St, Muscat, Oman",Muscat,Oman,23.600750,58.376975,https://www.google.com/maps/place/?q=place_id:ChIJH1RXs-7_kT4RaQc4Dyh-ubw,http://smilegallery.om/,+968 7212 2269,http://smilegallery.om/,https://www.google.com/s2/favicons?domain=smilegallery.om&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958649.jpg,,,,,Get Ready! We Are Unleashing Our New Website Soon. Contact Us,Get Ready! We Are Unleashing Our New Website Soon. Contact Us,,,,,,4.70,,,,,,187,Google,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJEaVlLgb_kT4RVFe3Rmpgf1c,sri-sri-tattva-panchakarma-oman-alkhuwair,Sri Sri Tattva Panchakarma Oman- Alkhuwair,Clinics,,clinic;healthcare;doctor,,"شارع الخوير، Muscat, Oman",Muscat,Oman,23.588668,58.420604,https://www.google.com/maps/place/?q=place_id:ChIJEaVlLgb_kT4RVFe3Rmpgf1c,https://srisritattva.me/,+968 9931 4166,https://srisritattva.me/,https://www.google.com/s2/favicons?domain=srisritattva.me&sz=128,https://srisritattva.me/media/banner-ayurveda.jpg,,,,,"Sri Sri Tattva Panchakarma offers a holistic health program which includes Herbal remedies, Panchakarma therapies to restore, and rejuvenate the body.","Sri Sri Tattva Panchakarma offers a holistic health program which includes Herbal remedies, Panchakarma therapies to restore, and rejuvenate the body. Sri Sri Tattva Panchakarma Clinic was established in Muscat in Year 2006, with an aim of bringing the best of Ayurveda to the whole world, since then, the clinic is doing excellent in serving the population of Oman, which includes both Omanis and expatriates along with females and children.",,,wheelchair access;specialties: Ent,,,4.20,,,,,,96,Google,,2025-10-04,Ent,,,Yes,,,,,,https://srisritattva.me/page/reservation_cancellation_policy,,https://srisritattva.me/login,,,,,,Yes,,
ChIJUUvZOK35kT4RoMGQcdkXKv4,tahereh-foroughifar,Tahereh Foroughifar,Clinics,,clinic;healthcare;doctor,,"Qurum, Muscat, Oman",Muscat,Oman,23.630196,58.498955,https://www.google.com/maps/place/?q=place_id:ChIJUUvZOK35kT4RoMGQcdkXKv4,https://forms.gle/4ZHvV7jq7a2nPoBb6,+968 22 700551,https://forms.gle/4ZHvV7jq7a2nPoBb6,https://www.google.com/s2/favicons?domain=forms.gle&sz=128,https://www.omanobserver.om/omanobserver/uploads/images/2025/03/18/2958648.jpg,,,,,,,,,,,,,,,,,,,,,2025-10-04,,,,,,,,,,,,,,,,,,,,
ChIJ1xDjO6T_kT4R01Q3Fl2lajE,the-face-shop-avenue,The Face Shop Avenue,Clinics,,clinic;healthcare;doctor,,"Al Khuwayr South, Muscat, Oman",Muscat,Oman,23.590544,58.410574,https://www.google.com/maps/place/?q=place_id:ChIJ1xDjO6T_kT4R01Q3Fl2lajE,http://www.thefaceshop.om/,+968 9136 3388,http://www.thefaceshop.om/,https://www.google.com/s2/favicons?domain=www.thefaceshop.om&sz=128,https://thefaceshop.om/wp-content/uploads/2024/07/cropped-logo__12_-removebg-preview.png,,,,,"Experience the best of natural Korean beauty with The Face Shop Oman. Discover a diverse range of skincare, makeup, and beauty products that blend traditional wisdom with modern science. Our…","Experience the best of natural Korean beauty with The Face Shop Oman. Discover a diverse range of skincare, makeup, and beauty products that blend traditional wisdom with modern science. Our eco-friendly collection includes hydrating face masks, rejuvenating creams, and more, all crafted to enhance your natural glow. Nourish and protect your skin with our skincare essentials, designed for a radiant and healthy complexion. Shop now and elevate your skincare routine. Shop our selected skincare products at unbeatable prices, perfect for enhancing your natural beauty this season.",,,specialties: Ent;Eye,,,4.20,,,,,,6,Google,,2025-10-04,Ent;Eye,,,,,,,,,,,,,,,,,,,
ChIJjTKtD6f_kT4Rac5AqOEodqY,the-plastic-surgery-centre-muscat,The Plastic Surgery Centre Muscat,Clinics,,clinic;healthcare;doctor,,"53, Muscat 133, Oman",Muscat,Oman,23.585848,58.412581,https://www.google.com/maps/place/?q=place_id:ChIJjTKtD6f_kT4Rac5AqOEodqY,https://www.youtube.com/channel/UCtj0LBX6YvmKCWFDYUyarUg,+968 9923 2212,https://www.youtube.com/channel/UCtj0LBX6YvmKCWFDYUyarUg,https://www.google.com/s2/favicons?domain=www.youtube.com&sz=128,https://yt3.googleusercontent.com/vUVPm9aef9i-hhI9c55GO64OVKoxLxGA4X4pYdn3-Jlh2zZGIAUjdpF-POevesk7Pv9C9KQLYQ=s900-c-k-c0x00ffffff-no-rj,,,,,للتواصل على الواتساب 90905355للاتصال 24503797🇴🇲 مركز متخصص في جراحات التجميل، الجلدية، الليزر والاسنان 🇴🇲 the First Omani Plastic Surgery Centre ‎#مركز_...,للتواصل على الواتساب 90905355للاتصال 24503797🇴🇲 مركز متخصص في جراحات التجميل، الجلدية، الليزر والاسنان 🇴🇲 the First Omani Plastic Surgery Centre ‎#مركز_...,,,specialties: Ent;Plastic Surgery,,,4.50,,,,,,13,Google,,2025-10-04,Ent;Plastic Surgery,,,,,,,,,,,,,,,,,,,
